Measurement : PES-PEG400
Device : OCA35XL
Customer : OCA35XL
Sample : PES-PEG400
Operator : schubotz
Remarks : OCA35XL

Run-No	Age[ms]	CA(M)[°]	CA(L)[°]	CA(R)[°]	CM	BD[mm]	Vol[µL]	Mag[pixel/mm]	BI left[mm]	BI right[mm]	Height[mm]
4055	1584470,38	41,15	40,90	41,40	T	7,64	NA	48,84	3,15	10,79	0,00
4056	1584789,50	41,02	40,86	41,17	T	7,64	NA	48,84	3,15	10,79	0,00
4057	1585108,63	40,98	40,66	41,31	T	7,66	NA	48,84	3,13	10,79	0,00
4058	1585427,75	41,06	40,73	41,38	T	7,63	NA	48,87	3,15	10,78	0,00
4059	1585746,88	41,01	40,78	41,23	T	7,63	NA	48,86	3,15	10,79	0,00
4060	1586066,00	40,83	40,53	41,14	T	7,66	NA	48,84	3,13	10,79	0,00
4061	1586385,13	40,86	40,52	41,19	T	7,65	NA	48,86	3,13	10,79	0,00
4062	1586704,25	40,81	40,52	41,10	T	7,66	NA	48,85	3,13	10,79	0,00
4063	1587023,38	40,71	40,36	41,07	T	7,65	NA	48,87	3,13	10,78	0,00
4064	1587342,50	40,75	40,38	41,12	T	7,66	NA	48,85	3,13	10,79	0,00
4065	1587661,63	40,75	40,45	41,04	T	7,66	NA	48,85	3,13	10,79	0,00
4066	1587980,75	40,68	40,40	40,96	T	7,65	NA	48,86	3,13	10,79	0,00
4067	1588299,88	40,66	40,22	41,10	T	7,65	NA	48,87	3,13	10,78	0,00
4068	1588619,00	40,55	40,11	41,00	T	7,66	NA	48,85	3,13	10,79	0,00
4069	1588938,13	40,44	40,31	40,58	T	7,66	NA	48,85	3,13	10,79	0,00
4070	1589257,25	40,57	40,29	40,84	T	7,66	NA	48,84	3,13	10,79	0,00
4071	1589576,38	40,35	40,14	40,56	T	7,66	NA	48,85	3,13	10,79	0,00
4072	1589895,50	40,35	40,05	40,66	T	7,65	NA	48,86	3,13	10,79	0,00
4073	1590214,63	40,24	39,76	40,73	T	7,66	NA	48,85	3,13	10,79	0,00
4074	1590533,75	40,28	39,92	40,65	T	7,66	NA	48,85	3,13	10,79	0,00
4075	1590852,88	40,28	39,89	40,68	T	7,66	NA	48,85	3,13	10,79	0,00
4076	1591172,00	40,10	39,72	40,48	T	7,66	NA	48,84	3,13	10,79	0,00
4077	1591491,13	40,22	39,92	40,52	T	7,65	NA	48,86	3,13	10,79	0,00
4078	1591810,25	40,09	39,69	40,50	T	7,66	NA	48,85	3,13	10,79	0,00
4079	1592129,38	40,15	39,85	40,44	T	7,66	NA	48,84	3,13	10,79	0,00
4080	1592448,50	40,07	39,68	40,46	T	7,66	NA	48,84	3,13	10,79	0,00
4081	1592767,63	40,14	39,85	40,44	T	7,65	NA	48,88	3,13	10,78	0,00
4082	1593086,75	40,07	39,72	40,42	T	7,66	NA	48,85	3,13	10,79	0,00
4083	1593405,88	39,89	39,63	40,15	T	7,66	NA	48,85	3,13	10,79	0,00
4084	1593725,00	39,82	39,62	40,02	T	7,66	NA	48,84	3,13	10,79	0,00
4085	1594044,13	39,98	39,68	40,27	T	7,66	NA	48,85	3,13	10,79	0,00
4086	1594363,38	39,97	39,59	40,35	T	7,66	NA	48,85	3,13	10,79	0,00
4087	1594682,50	39,72	39,40	40,04	T	7,65	NA	48,87	3,13	10,78	0,00
4088	1595001,63	39,77	39,45	40,09	T	7,66	NA	48,85	3,13	10,79	0,00
4089	1595320,75	39,71	39,34	40,08	T	7,66	NA	48,84	3,13	10,79	0,00
4090	1595639,88	39,08	38,14	40,02	T	7,53	NA	48,85	3,25	10,79	0,00
4091	1595959,00	39,60	39,16	40,04	T	7,65	NA	48,87	3,13	10,78	0,00
4092	1596278,13	39,53	39,17	39,90	T	7,66	NA	48,83	3,13	10,79	0,00
4093	1596597,25	39,55	39,28	39,82	T	7,66	NA	48,85	3,13	10,79	0,00
4094	1596916,38	39,30	39,01	39,59	T	7,66	NA	48,85	3,13	10,79	0,00
4095	1597235,50	39,55	39,26	39,84	T	7,66	NA	48,85	3,13	10,79	0,00
4096	1597554,63	39,37	39,13	39,61	T	7,66	NA	48,84	3,13	10,79	0,00
4097	1597873,75	39,41	39,18	39,65	T	7,66	NA	48,84	3,13	10,79	0,00
4098	1598192,88	39,34	38,94	39,75	T	7,66	NA	48,85	3,13	10,79	0,00
4099	1598512,00	39,33	39,04	39,62	T	7,66	NA	48,86	3,13	10,79	0,00
4100	1598831,13	39,20	38,87	39,53	T	7,66	NA	48,86	3,13	10,79	0,00
4101	1599150,25	38,70	37,74	39,66	T	7,53	NA	48,84	3,26	10,79	0,00
4102	1599469,38	39,27	38,98	39,55	T	7,66	NA	48,85	3,13	10,79	0,00
4103	1599788,50	39,22	39,09	39,35	T	7,66	NA	48,85	3,13	10,79	0,00
4104	1600107,63	38,65	37,71	39,59	T	7,53	NA	48,86	3,25	10,79	0,00
4105	1600426,75	39,13	38,83	39,44	T	7,66	NA	48,83	3,13	10,79	0,00
4106	1600745,88	38,43	37,61	39,25	T	7,54	NA	48,84	3,26	10,79	0,00
4107	1601065,00	38,42	37,55	39,29	T	7,54	NA	48,83	3,26	10,79	0,00
4108	1601384,13	38,39	37,59	39,20	T	7,53	NA	48,85	3,25	10,79	0,00
4109	1601703,25	38,95	38,55	39,35	T	7,65	NA	48,86	3,13	10,79	0,00
4110	1602022,38	38,38	37,47	39,30	T	7,53	NA	48,86	3,25	10,79	0,00
4111	1602341,50	38,81	38,56	39,05	T	7,66	NA	48,85	3,13	10,79	0,00
4112	1602660,63	38,17	37,33	39,02	T	7,54	NA	48,84	3,26	10,79	0,00
4113	1602979,75	38,23	37,41	39,05	T	7,53	NA	48,86	3,25	10,79	0,00
4114	1603298,88	38,13	37,36	38,91	T	7,53	NA	48,85	3,25	10,79	0,00
4115	1603618,00	38,66	38,43	38,88	T	7,65	NA	48,86	3,13	10,79	0,00
4116	1603937,13	38,11	37,23	38,99	T	7,53	NA	48,85	3,25	10,79	0,00
4117	1604256,25	38,03	37,24	38,81	T	7,54	NA	48,84	3,26	10,79	0,00
4118	1604575,38	38,57	38,19	38,95	T	7,66	NA	48,85	3,13	10,79	0,00
4119	1604894,50	38,03	37,11	38,95	T	7,53	NA	48,85	3,25	10,79	0,00
4120	1605213,63	38,48	38,08	38,88	T	7,66	NA	48,85	3,13	10,79	0,00
4121	1605532,75	37,96	37,08	38,84	T	7,53	NA	48,85	3,26	10,79	0,00
4122	1605851,88	38,42	38,24	38,61	T	7,66	NA	48,85	3,13	10,79	0,00
4123	1606171,00	37,88	37,08	38,68	T	7,53	NA	48,85	3,25	10,79	0,00
4124	1606490,13	37,82	36,81	38,82	T	7,53	NA	48,85	3,26	10,79	0,00
4125	1606809,25	37,82	36,89	38,75	T	7,54	NA	48,84	3,26	10,79	0,00
4126	1607128,38	37,72	36,86	38,58	T	7,53	NA	48,85	3,25	10,79	0,00
4127	1607447,50	37,70	36,85	38,56	T	7,53	NA	48,85	3,26	10,79	0,00
4128	1607766,75	38,21	37,95	38,48	T	7,65	NA	48,86	3,13	10,79	0,00
4129	1608085,88	38,38	38,07	38,69	T	7,66	NA	48,84	3,13	10,79	0,00
4130	1608405,00	38,23	37,96	38,49	T	7,66	NA	48,85	3,13	10,79	0,00
4131	1608724,13	37,45	36,61	38,29	T	7,53	NA	48,86	3,25	10,79	0,00
4132	1609043,25	38,03	37,69	38,37	T	7,66	NA	48,84	3,13	10,79	0,00
4133	1609362,38	38,00	37,71	38,28	T	7,66	NA	48,85	3,13	10,79	0,00
4134	1609681,50	37,50	36,51	38,50	T	7,53	NA	48,85	3,25	10,79	0,00
4135	1610000,63	37,97	37,59	38,35	T	7,66	NA	48,84	3,13	10,79	0,00
4136	1610319,75	37,89	37,54	38,25	T	7,66	NA	48,85	3,13	10,79	0,00
4137	1610638,88	37,28	36,54	38,02	T	7,53	NA	48,85	3,25	10,79	0,00
4138	1610958,00	37,28	36,39	38,16	T	7,53	NA	48,85	3,25	10,79	0,00
4139	1611277,13	37,25	36,53	37,96	T	7,53	NA	48,86	3,25	10,79	0,00
4140	1611596,25	37,24	36,39	38,08	T	7,53	NA	48,86	3,25	10,79	0,00
4141	1611915,38	37,77	37,51	38,03	T	7,66	NA	48,86	3,13	10,79	0,00
4142	1612234,50	37,23	36,41	38,05	T	7,53	NA	48,85	3,25	10,79	0,00
4143	1612553,63	37,10	36,20	38,00	T	7,53	NA	48,86	3,25	10,79	0,00
4144	1612872,75	37,07	36,24	37,90	T	7,53	NA	48,86	3,25	10,79	0,00
4145	1613191,88	36,87	36,09	37,66	T	7,53	NA	48,85	3,25	10,79	0,00
4146	1613511,00	36,99	36,18	37,80	T	7,53	NA	48,85	3,25	10,79	0,00
4147	1613830,13	36,86	36,27	37,46	T	7,53	NA	48,85	3,26	10,79	0,00
4148	1614149,25	36,81	36,04	37,59	T	7,53	NA	48,85	3,25	10,79	0,00
4149	1614468,38	36,93	36,10	37,77	T	7,53	NA	48,85	3,25	10,79	0,00
4150	1614787,50	36,88	36,06	37,70	T	7,53	NA	48,85	3,25	10,79	0,00
4151	1615106,63	36,71	35,87	37,54	T	7,53	NA	48,85	3,25	10,79	0,00
4152	1615425,75	36,74	35,96	37,53	T	7,53	NA	48,85	3,25	10,79	0,00
4153	1615744,88	36,73	35,88	37,58	T	7,53	NA	48,86	3,25	10,79	0,00
4154	1616064,00	36,76	35,95	37,57	T	7,53	NA	48,86	3,25	10,79	0,00
4155	1616383,13	36,70	35,86	37,54	T	7,53	NA	48,85	3,25	10,79	0,00
4156	1616702,25	36,61	35,78	37,43	T	7,53	NA	48,84	3,26	10,79	0,00
4157	1617021,38	36,67	35,74	37,60	T	7,53	NA	48,85	3,26	10,79	0,00
4158	1617340,50	36,43	35,57	37,29	T	7,54	NA	48,84	3,26	10,79	0,00
4159	1617659,63	36,53	35,71	37,36	T	7,53	NA	48,85	3,25	10,79	0,00
4160	1617978,75	36,35	35,50	37,20	T	7,54	NA	48,84	3,26	10,79	0,00
4161	1618297,88	36,40	35,69	37,12	T	7,53	NA	48,84	3,26	10,79	0,00
4162	1618617,00	36,39	35,60	37,17	T	7,53	NA	48,85	3,25	10,79	0,00
4163	1618936,13	36,35	35,59	37,11	T	7,53	NA	48,86	3,25	10,79	0,00
4164	1619255,25	36,29	35,56	37,02	T	7,53	NA	48,85	3,25	10,79	0,00
4165	1619574,38	36,12	35,31	36,93	T	7,53	NA	48,86	3,25	10,79	0,00
4166	1619893,50	36,01	35,21	36,80	T	7,53	NA	48,85	3,25	10,79	0,00
4167	1620212,63	36,05	35,14	36,97	T	7,53	NA	48,87	3,25	10,78	0,00
4168	1620531,75	36,11	35,39	36,83	T	7,53	NA	48,85	3,26	10,79	0,00
4169	1620851,00	35,97	35,18	36,77	T	7,53	NA	48,86	3,25	10,79	0,00
4170	1621170,13	35,93	35,10	36,75	T	7,53	NA	48,86	3,25	10,79	0,00
4171	1621489,25	35,89	34,99	36,79	T	7,53	NA	48,85	3,25	10,79	0,00
4172	1621808,38	36,03	35,33	36,72	T	7,53	NA	48,87	3,25	10,78	0,00
4173	1622127,50	35,91	35,06	36,77	T	7,53	NA	48,86	3,25	10,79	0,00
4174	1622446,63	35,82	35,09	36,56	T	7,53	NA	48,85	3,25	10,79	0,00
4175	1622765,75	35,95	35,18	36,71	T	7,53	NA	48,87	3,25	10,78	0,00
4176	1623084,88	35,82	34,95	36,70	T	7,53	NA	48,86	3,25	10,79	0,00
4177	1623404,00	35,79	34,98	36,60	T	7,53	NA	48,85	3,25	10,79	0,00
4178	1623723,13	35,71	35,02	36,40	T	7,53	NA	48,85	3,26	10,79	0,00
4179	1624042,25	35,57	34,62	36,51	T	7,53	NA	48,85	3,26	10,79	0,00
4180	1624361,38	35,82	34,94	36,71	T	7,53	NA	48,86	3,25	10,79	0,00
4181	1624680,50	35,66	34,86	36,46	T	7,53	NA	48,87	3,25	10,78	0,00
4182	1624999,63	35,63	34,80	36,45	T	7,53	NA	48,88	3,25	10,78	0,00
4183	1625318,75	35,33	34,40	36,26	T	7,53	NA	48,86	3,25	10,79	0,00
4184	1625637,88	35,51	34,78	36,25	T	7,53	NA	48,88	3,25	10,78	0,00
4185	1625957,00	35,43	34,58	36,28	T	7,53	NA	48,85	3,25	10,79	0,00
4186	1626276,13	35,37	34,54	36,21	T	7,53	NA	48,86	3,25	10,79	0,00
4187	1626595,25	35,35	34,52	36,17	T	7,53	NA	48,85	3,25	10,79	0,00
4188	1626914,38	35,19	34,34	36,04	T	7,53	NA	48,85	3,25	10,79	0,00
4189	1627233,50	35,24	34,36	36,11	T	7,53	NA	48,85	3,25	10,79	0,00
4190	1627552,63	35,13	34,19	36,08	T	7,53	NA	48,86	3,25	10,79	0,00
4191	1627871,75	35,07	34,39	35,75	T	7,53	NA	48,85	3,25	10,79	0,00
4192	1628190,88	35,24	34,31	36,17	T	7,53	NA	48,87	3,25	10,78	0,00
4193	1628510,00	34,97	34,07	35,87	T	7,53	NA	48,85	3,25	10,79	0,00
4194	1628829,13	35,09	34,20	35,98	T	7,53	NA	48,87	3,25	10,78	0,00
4195	1629148,25	34,98	34,17	35,79	T	7,53	NA	48,85	3,25	10,79	0,00
4196	1629467,38	34,87	34,15	35,59	T	7,53	NA	48,85	3,25	10,79	0,00
4197	1629786,50	35,01	34,32	35,71	T	7,53	NA	48,86	3,25	10,79	0,00
4198	1630105,63	34,91	34,07	35,75	T	7,53	NA	48,87	3,25	10,78	0,00
4199	1630424,75	34,80	34,02	35,59	T	7,53	NA	48,85	3,26	10,79	0,00
4200	1630743,88	34,83	33,90	35,77	T	7,53	NA	48,85	3,26	10,79	0,00
4201	1631063,00	34,71	33,87	35,55	T	7,53	NA	48,85	3,25	10,79	0,00
4202	1631382,13	34,68	33,93	35,42	T	7,53	NA	48,86	3,25	10,79	0,00
4203	1631701,25	34,63	33,93	35,33	T	7,53	NA	48,85	3,25	10,79	0,00
4204	1632020,38	34,87	33,99	35,75	T	7,53	NA	48,87	3,25	10,78	0,00
4205	1632339,50	34,73	33,89	35,56	T	7,53	NA	48,85	3,26	10,79	0,00
4206	1632658,63	34,42	33,49	35,36	T	7,53	NA	48,85	3,25	10,79	0,00
4207	1632977,75	34,53	33,68	35,37	T	7,53	NA	48,86	3,25	10,79	0,00
4208	1633296,88	34,46	33,70	35,22	T	7,53	NA	48,86	3,25	10,79	0,00
4209	1633616,00	34,46	33,71	35,22	T	7,53	NA	48,86	3,25	10,79	0,00
4210	1633935,13	34,64	33,80	35,48	T	7,53	NA	48,85	3,25	10,79	0,00
4211	1634254,38	34,22	33,47	34,96	T	7,53	NA	48,86	3,25	10,79	0,00
4212	1634573,50	34,36	33,45	35,27	T	7,53	NA	48,86	3,25	10,79	0,00
4213	1634892,63	34,21	33,32	35,10	T	7,53	NA	48,85	3,25	10,79	0,00
4214	1635211,75	34,27	33,34	35,20	T	7,54	NA	48,84	3,26	10,79	0,00
4215	1635530,88	34,23	33,45	35,02	T	7,53	NA	48,85	3,25	10,79	0,00
4216	1635850,00	34,02	33,18	34,86	T	7,53	NA	48,85	3,25	10,79	0,00
4217	1636169,13	33,95	33,12	34,78	T	7,53	NA	48,86	3,25	10,79	0,00
4218	1636488,25	34,15	33,28	35,02	T	7,53	NA	48,86	3,25	10,79	0,00
4219	1636807,38	33,97	33,02	34,92	T	7,53	NA	48,85	3,25	10,79	0,00
4220	1637126,50	33,91	33,11	34,71	T	7,53	NA	48,85	3,25	10,79	0,00
4221	1637445,63	33,98	33,29	34,66	T	7,53	NA	48,86	3,25	10,79	0,00
4222	1637764,75	33,87	33,07	34,66	T	7,54	NA	48,84	3,26	10,79	0,00
4223	1638083,88	33,85	32,97	34,73	T	7,53	NA	48,85	3,25	10,79	0,00
4224	1638403,00	33,78	32,90	34,66	T	7,53	NA	48,86	3,25	10,79	0,00
4225	1638722,13	33,78	32,91	34,64	T	7,53	NA	48,87	3,25	10,78	0,00
4226	1639041,25	33,73	32,93	34,53	T	7,53	NA	48,86	3,25	10,79	0,00
4227	1639360,38	33,76	32,79	34,73	T	7,53	NA	48,85	3,25	10,79	0,00
4228	1639679,50	33,19	32,77	33,61	T	7,43	NA	48,85	3,25	10,69	0,00
4229	1639998,63	33,14	32,66	33,62	T	7,43	NA	48,85	3,25	10,69	0,00
4230	1640317,75	33,07	32,88	33,27	T	7,41	NA	48,86	3,27	10,68	0,00
4231	1640636,88	33,60	32,73	34,47	T	7,53	NA	48,87	3,25	10,78	0,00
4232	1640956,00	33,80	33,11	34,49	T	7,51	NA	48,85	3,28	10,79	0,00
4233	1641275,13	32,98	32,57	33,40	T	7,43	NA	48,86	3,25	10,68	0,00
4234	1641594,25	33,16	32,89	33,42	T	7,41	NA	48,85	3,27	10,68	0,00
4235	1641913,38	33,35	32,41	34,29	T	7,53	NA	48,85	3,25	10,79	0,00
4236	1642232,50	33,56	32,84	34,29	T	7,51	NA	48,85	3,28	10,79	0,00
4237	1642551,63	33,03	32,80	33,27	T	7,41	NA	48,86	3,27	10,68	0,00
4238	1642870,75	33,44	32,80	34,08	T	7,51	NA	48,86	3,27	10,79	0,00
4239	1643189,88	33,43	32,73	34,14	T	7,51	NA	48,86	3,27	10,79	0,00
4240	1643509,00	33,45	32,63	34,26	T	7,51	NA	48,86	3,27	10,79	0,00
4241	1643828,13	33,29	32,50	34,08	T	7,51	NA	48,85	3,28	10,79	0,00
4242	1644147,25	33,34	32,69	34,00	T	7,52	NA	48,84	3,28	10,79	0,00
4243	1644466,38	32,89	32,65	33,14	T	7,41	NA	48,85	3,28	10,69	0,00
4244	1644785,50	32,82	32,56	33,07	T	7,41	NA	48,86	3,27	10,68	0,00
4245	1645104,63	32,81	32,51	33,11	T	7,41	NA	48,85	3,28	10,69	0,00
4246	1645423,75	33,41	32,46	34,36	T	7,51	NA	48,85	3,28	10,79	0,00
4247	1645742,88	32,63	32,50	32,75	T	7,41	NA	48,85	3,28	10,69	0,00
4248	1646062,00	32,73	32,48	32,98	T	7,41	NA	48,86	3,27	10,68	0,00
4249	1646381,13	33,40	32,58	34,22	T	7,51	NA	48,86	3,27	10,79	0,00
4250	1646700,25	32,49	32,24	32,75	T	7,41	NA	48,86	3,27	10,68	0,00
4251	1647019,38	33,10	32,16	34,04	T	7,51	NA	48,85	3,28	10,79	0,00
4252	1647338,50	33,01	32,06	33,96	T	7,51	NA	48,84	3,28	10,79	0,00
4253	1647657,75	32,42	32,07	32,77	T	7,41	NA	48,85	3,28	10,68	0,00
4254	1647976,88	32,44	32,09	32,78	T	7,41	NA	48,86	3,27	10,68	0,00
4255	1648296,00	33,06	32,19	33,93	T	7,51	NA	48,86	3,27	10,79	0,00
4256	1648615,13	32,94	31,96	33,92	T	7,51	NA	48,85	3,28	10,79	0,00
4257	1648934,25	32,19	31,91	32,48	T	7,43	NA	48,85	3,27	10,71	0,00
4258	1649253,38	32,90	32,11	33,69	T	7,51	NA	48,85	3,28	10,79	0,00
4259	1649572,50	32,19	32,04	32,35	T	7,41	NA	48,87	3,27	10,68	0,00
4260	1649891,63	32,71	31,80	33,62	T	7,51	NA	48,86	3,27	10,79	0,00
4261	1650210,75	32,14	31,88	32,40	T	7,41	NA	48,85	3,28	10,68	0,00
4262	1650529,88	32,76	31,75	33,76	T	7,51	NA	48,87	3,27	10,78	0,00
4263	1650849,00	32,70	31,69	33,72	T	7,51	NA	48,86	3,27	10,79	0,00
4264	1651168,13	32,66	31,69	33,63	T	7,51	NA	48,85	3,28	10,79	0,00
4265	1651487,25	32,61	31,71	33,50	T	7,51	NA	48,85	3,28	10,79	0,00
4266	1651806,38	32,44	31,50	33,38	T	7,51	NA	48,86	3,27	10,79	0,00
4267	1652125,50	32,68	31,99	33,37	T	7,49	NA	48,86	3,29	10,79	0,00
4268	1652444,63	32,47	31,54	33,40	T	7,51	NA	48,86	3,27	10,79	0,00
4269	1652763,75	32,62	31,89	33,35	T	7,49	NA	48,86	3,29	10,79	0,00
4270	1653082,88	32,63	31,80	33,46	T	7,47	NA	48,86	3,30	10,77	0,00
4271	1653402,00	32,60	31,83	33,37	T	7,49	NA	48,85	3,30	10,79	0,00
4272	1653721,13	32,55	31,73	33,36	T	7,47	NA	48,87	3,29	10,76	0,00
4273	1654040,25	32,27	31,63	32,90	T	7,49	NA	48,86	3,30	10,79	0,00
4274	1654359,38	32,34	31,66	33,03	T	7,49	NA	48,85	3,30	10,79	0,00
4275	1654678,50	32,30	31,59	33,00	T	7,49	NA	48,86	3,30	10,79	0,00
4276	1654997,63	32,37	31,55	33,19	T	7,47	NA	48,87	3,29	10,76	0,00
4277	1655316,75	32,24	31,56	32,91	T	7,49	NA	48,85	3,30	10,79	0,00
4278	1655635,88	32,24	31,31	33,17	T	7,47	NA	48,84	3,30	10,77	0,00
4279	1655955,00	31,96	31,16	32,75	T	7,49	NA	48,86	3,30	10,79	0,00
4280	1656274,13	32,39	31,63	33,15	T	7,47	NA	48,85	3,30	10,77	0,00
4281	1656593,25	32,06	31,30	32,83	T	7,49	NA	48,85	3,30	10,79	0,00
4282	1656912,38	32,15	31,44	32,87	T	7,47	NA	48,85	3,30	10,77	0,00
4283	1657231,50	32,00	31,07	32,92	T	7,47	NA	48,85	3,30	10,77	0,00
4284	1657550,63	31,98	31,19	32,77	T	7,47	NA	48,85	3,30	10,77	0,00
4285	1657869,75	31,92	31,07	32,77	T	7,47	NA	48,87	3,29	10,76	0,00
4286	1658188,88	31,99	31,29	32,69	T	7,47	NA	48,87	3,29	10,76	0,00
4287	1658508,00	31,81	30,99	32,63	T	7,47	NA	48,84	3,30	10,77	0,00
4288	1658827,13	31,35	30,98	31,71	T	7,39	NA	48,85	3,30	10,69	0,00
4289	1659146,25	31,67	30,87	32,48	T	7,47	NA	48,85	3,30	10,77	0,00
4290	1659465,38	31,90	31,29	32,51	T	7,45	NA	48,86	3,32	10,76	0,00
4291	1659784,50	31,51	31,39	31,64	T	7,35	NA	48,86	3,32	10,66	0,00
4292	1660103,63	31,78	31,07	32,49	T	7,45	NA	48,85	3,32	10,77	0,00
4293	1660422,75	31,30	31,19	31,42	T	7,35	NA	48,85	3,32	10,67	0,00
4294	1660742,00	31,31	31,20	31,42	T	7,35	NA	48,86	3,32	10,66	0,00
4295	1661061,13	31,76	31,13	32,38	T	7,45	NA	48,85	3,32	10,77	0,00
4296	1661380,25	31,66	31,05	32,27	T	7,45	NA	48,85	3,32	10,77	0,00
4297	1661699,38	31,28	31,14	31,42	T	7,35	NA	48,86	3,32	10,66	0,00
4298	1662018,50	31,20	31,10	31,30	T	7,35	NA	48,87	3,32	10,66	0,00
4299	1662337,63	31,12	30,97	31,27	T	7,35	NA	48,86	3,32	10,66	0,00
4300	1662656,75	31,12	30,85	31,38	T	7,35	NA	48,84	3,32	10,67	0,00
4301	1662975,88	31,02	30,66	31,39	T	7,35	NA	48,83	3,32	10,67	0,00
4302	1663295,00	31,03	30,86	31,21	T	7,35	NA	48,86	3,32	10,66	0,00
4303	1663614,13	31,70	31,16	32,24	T	7,43	NA	48,85	3,34	10,77	0,00
4304	1663933,25	31,15	31,10	31,21	T	7,33	NA	48,84	3,34	10,67	0,00
4305	1664252,38	31,19	31,29	31,08	T	7,35	NA	48,83	3,34	10,69	0,00
4306	1664571,50	31,00	30,98	31,01	T	7,35	NA	48,87	3,34	10,68	0,00
4307	1664890,63	31,49	30,81	32,18	T	7,43	NA	48,83	3,34	10,77	0,00
4308	1665209,75	31,59	31,00	32,18	T	7,43	NA	48,85	3,34	10,77	0,00
4309	1665528,88	31,37	30,70	32,03	T	7,43	NA	48,85	3,34	10,77	0,00
4310	1665848,00	30,72	30,67	30,77	T	7,33	NA	48,85	3,34	10,66	0,00
4311	1666167,13	31,34	30,50	32,17	T	7,43	NA	48,84	3,34	10,77	0,00
4312	1666486,25	31,16	30,39	31,93	T	7,43	NA	48,85	3,34	10,77	0,00
4313	1666805,38	31,15	30,48	31,82	T	7,43	NA	48,85	3,34	10,77	0,00
4314	1667124,50	31,00	30,91	31,09	T	7,31	NA	48,83	3,36	10,67	0,00
4315	1667443,63	30,93	30,85	31,01	T	7,29	NA	48,85	3,36	10,64	0,00
4316	1667762,75	30,91	30,77	31,05	T	7,31	NA	48,84	3,36	10,67	0,00
4317	1668081,88	30,82	30,60	31,04	T	7,29	NA	48,84	3,36	10,65	0,00
4318	1668401,00	30,87	30,71	31,02	T	7,29	NA	48,83	3,36	10,65	0,00
4319	1668720,13	30,78	30,59	30,98	T	7,29	NA	48,85	3,36	10,64	0,00
4320	1669039,25	30,80	30,68	30,92	T	7,29	NA	48,85	3,36	10,64	0,00
4321	1669358,38	30,69	30,55	30,84	T	7,28	NA	48,87	3,36	10,64	0,00
4322	1669677,50	30,67	30,47	30,88	T	7,29	NA	48,87	3,36	10,64	0,00
4323	1669996,63	30,85	30,90	30,80	T	7,27	NA	48,85	3,38	10,64	0,00
4324	1670315,75	30,84	30,90	30,78	T	7,27	NA	48,86	3,38	10,64	0,00
4325	1670634,88	30,71	30,86	30,55	T	7,26	NA	48,87	3,38	10,64	0,00
4326	1670954,00	30,77	30,91	30,64	T	7,27	NA	48,85	3,38	10,64	0,00
4327	1671273,13	30,73	30,96	30,50	T	7,27	NA	48,84	3,38	10,65	0,00
4328	1671592,25	30,80	30,88	30,72	T	7,27	NA	48,85	3,38	10,64	0,00
4329	1671911,38	31,29	30,78	31,79	T	7,37	NA	48,84	3,38	10,75	0,00
4330	1672230,50	31,08	30,51	31,65	T	7,37	NA	48,86	3,38	10,74	0,00
4331	1672549,63	31,28	30,88	31,68	T	7,35	NA	48,85	3,40	10,75	0,00
4332	1672868,75	30,80	30,93	30,68	T	7,23	NA	48,84	3,40	10,63	0,00
4333	1673187,88	30,56	30,66	30,45	T	7,23	NA	48,85	3,40	10,62	0,00
4334	1673507,00	30,53	30,68	30,39	T	7,25	NA	48,85	3,40	10,64	0,00
4335	1673826,13	30,41	30,43	30,40	T	7,23	NA	48,85	3,40	10,62	0,00
4336	1674145,38	30,58	30,83	30,33	T	7,23	NA	48,84	3,40	10,63	0,00
4337	1674464,50	30,93	30,53	31,33	T	7,33	NA	48,85	3,40	10,73	0,00
4338	1674783,63	31,03	30,56	31,49	T	7,33	NA	48,84	3,40	10,73	0,00
4339	1675102,75	30,98	30,42	31,54	T	7,33	NA	48,85	3,40	10,73	0,00
4340	1675421,88	30,63	30,69	30,57	T	7,19	NA	48,84	3,42	10,61	0,00
4341	1675741,00	30,59	30,70	30,47	T	7,19	NA	48,85	3,42	10,60	0,00
4342	1676060,13	30,61	30,56	30,66	T	7,19	NA	48,85	3,42	10,60	0,00
4343	1676379,25	30,63	30,70	30,57	T	7,19	NA	48,84	3,42	10,61	0,00
4344	1676698,38	30,69	30,82	30,56	T	7,21	NA	48,84	3,42	10,63	0,00
4345	1677017,50	30,54	30,65	30,44	T	7,19	NA	48,84	3,42	10,61	0,00
4346	1677336,63	30,56	30,81	30,32	T	7,18	NA	48,85	3,42	10,60	0,00
4347	1677655,75	30,30	30,56	30,04	T	7,19	NA	48,84	3,42	10,61	0,00
4348	1677974,88	30,53	30,91	30,14	T	7,18	NA	48,86	3,44	10,62	0,00
4349	1678294,00	30,56	30,95	30,18	T	7,17	NA	48,83	3,44	10,61	0,00
4350	1678613,13	31,08	30,87	31,29	T	7,27	NA	48,83	3,44	10,71	0,00
4351	1678932,25	30,37	30,71	30,03	T	7,19	NA	48,85	3,44	10,62	0,00
4352	1679251,38	30,96	30,51	31,41	T	7,27	NA	48,85	3,44	10,71	0,00
4353	1679570,50	30,37	30,39	30,34	T	7,17	NA	48,84	3,44	10,61	0,00
4354	1679889,63	30,44	30,59	30,28	T	7,15	NA	48,83	3,44	10,59	0,00
